,poster,commenter,time
72,46@purdue.edu,53@purdue.edu,2015-01-13 15:06:47
73,0@purdue.edu,54@purdue.edu,2015-01-13 19:28:15
74,0@purdue.edu,37@purdue.edu,2015-01-13 20:40:10
75,0@purdue.edu,55@purdue.edu,2015-01-13 20:42:54
76,55@purdue.edu,56@purdue.edu,2015-01-13 21:01:04
77,54@purdue.edu,34@purdue.edu,2015-01-13 21:15:38
78,0@purdue.edu,57@purdue.edu,2015-01-12 09:39:35
79,0@purdue.edu,57@purdue.edu,2015-01-12 09:54:34
80,0@purdue.edu,58@purdue.edu,2015-01-12 15:08:42
81,0@purdue.edu,59@purdue.edu,2015-01-12 20:24:31
82,57@purdue.edu,44@purdue.edu,2015-01-12 21:03:18
83,58@purdue.edu,60@purdue.edu,2015-01-12 22:23:39
84,0@purdue.edu,41@purdue.edu,2015-01-13 10:20:49
85,0@purdue.edu,52@purdue.edu,2015-01-13 10:51:27
86,41@purdue.edu,29@purdue.edu,2015-01-13 11:33:53
87,52@purdue.edu,29@purdue.edu,2015-01-13 11:38:14
88,0@purdue.edu,61@purdue.edu,2015-01-13 12:02:55
89,0@purdue.edu,42@purdue.edu,2015-01-13 13:57:17
90,0@purdue.edu,62@purdue.edu,2015-01-13 14:47:57
91,62@purdue.edu,29@purdue.edu,2015-01-13 15:17:41
92,62@purdue.edu,50@purdue.edu,2015-01-13 15:20:32
93,29@purdue.edu,63@purdue.edu,2015-01-13 17:11:58
94,63@purdue.edu,64@purdue.edu,2015-01-13 18:43:26
95,42@purdue.edu,65@purdue.edu,2015-01-13 19:26:18
96,61@purdue.edu,46@purdue.edu,2015-01-13 19:29:02
97,0@purdue.edu,66@purdue.edu,2015-01-13 20:09:14
98,66@purdue.edu,67@purdue.edu,2015-01-13 20:58:38
99,0@purdue.edu,68@purdue.edu,2015-01-14 19:18:38
100,0@purdue.edu,34@purdue.edu,2015-01-14 19:46:48
101,34@purdue.edu,69@purdue.edu,2015-01-14 20:00:20
102,68@purdue.edu,69@purdue.edu,2015-01-14 20:01:30
103,69@purdue.edu,52@purdue.edu,2015-01-14 21:12:32
104,52@purdue.edu,62@purdue.edu,2015-01-14 21:20:28
105,69@purdue.edu,70@purdue.edu,2015-01-14 21:22:05
106,0@purdue.edu,62@purdue.edu,2015-01-14 21:24:30
107,0@purdue.edu,47@purdue.edu,2015-01-14 21:30:26
108,47@purdue.edu,67@purdue.edu,2015-01-14 21:36:47
109,69@purdue.edu,71@purdue.edu,2015-01-14 22:02:47
110,71@purdue.edu,52@purdue.edu,2015-01-14 22:47:10
111,52@purdue.edu,18@purdue.edu,2015-01-15 00:02:44
112,52@purdue.edu,50@purdue.edu,2015-01-15 01:58:19
113,0@purdue.edu,72@purdue.edu,2015-01-15 10:07:23
114,0@purdue.edu,61@purdue.edu,2015-01-15 10:17:58
115,61@purdue.edu,73@purdue.edu,2015-01-15 12:00:37
116,62@purdue.edu,74@purdue.edu,2015-01-15 12:33:19
117,52@purdue.edu,30@purdue.edu,2015-01-15 12:39:53
118,61@purdue.edu,30@purdue.edu,2015-01-15 12:49:20
119,30@purdue.edu,30@purdue.edu,2015-01-15 13:01:41
120,52@purdue.edu,75@purdue.edu,2015-01-15 14:38:56
121,73@purdue.edu,76@purdue.edu,2015-01-15 14:52:31
122,61@purdue.edu,77@purdue.edu,2015-01-15 16:12:00
123,34@purdue.edu,77@purdue.edu,2015-01-15 16:17:26
124,0@purdue.edu,76@purdue.edu,2015-01-15 16:22:41
125,0@purdue.edu,78@purdue.edu,2015-01-15 17:30:16
126,74@purdue.edu,79@purdue.edu,2015-01-15 17:31:37
127,78@purdue.edu,31@purdue.edu,2015-01-15 17:53:07
128,61@purdue.edu,31@purdue.edu,2015-01-15 18:06:29
129,68@purdue.edu,68@purdue.edu,2015-01-15 18:30:02
130,76@purdue.edu,80@purdue.edu,2015-01-15 18:56:39
131,61@purdue.edu,81@purdue.edu,2015-01-15 19:22:02
132,79@purdue.edu,82@purdue.edu,2015-01-15 20:33:01
133,78@purdue.edu,78@purdue.edu,2015-01-15 20:51:23
134,31@purdue.edu,78@purdue.edu,2015-01-15 20:58:58
135,31@purdue.edu,83@purdue.edu,2015-01-15 22:01:19
136,0@purdue.edu,84@purdue.edu,2015-01-15 22:23:32
137,0@purdue.edu,77@purdue.edu,2015-01-15 16:33:12
138,77@purdue.edu,85@purdue.edu,2015-01-15 17:07:09
139,0@purdue.edu,86@purdue.edu,2015-01-15 17:42:11
140,0@purdue.edu,87@purdue.edu,2015-01-15 17:43:47
141,77@purdue.edu,87@purdue.edu,2015-01-15 17:45:40
142,87@purdue.edu,88@purdue.edu,2015-01-15 17:59:08
143,87@purdue.edu,31@purdue.edu,2015-01-15 18:34:51
144,31@purdue.edu,89@purdue.edu,2015-01-15 18:40:25
145,89@purdue.edu,31@purdue.edu,2015-01-15 18:45:10
146,86@purdue.edu,31@purdue.edu,2015-01-15 18:46:33
147,0@purdue.edu,80@purdue.edu,2015-01-15 19:16:18
148,89@purdue.edu,46@purdue.edu,2015-01-15 19:45:57
149,80@purdue.edu,34@purdue.edu,2015-01-15 19:55:44
150,87@purdue.edu,84@purdue.edu,2015-01-15 22:42:06
151,34@purdue.edu,84@purdue.edu,2015-01-15 22:42:36
152,84@purdue.edu,90@purdue.edu,2015-01-15 23:55:24
153,84@purdue.edu,91@purdue.edu,2015-01-16 00:11:01
154,0@purdue.edu,32@purdue.edu,2015-01-16 12:35:23
155,0@purdue.edu,92@purdue.edu,2015-01-16 16:22:40
156,0@purdue.edu,76@purdue.edu,2015-01-16 16:44:37
157,76@purdue.edu,93@purdue.edu,2015-01-17 13:15:19
158,32@purdue.edu,29@purdue.edu,2015-01-17 20:20:27
159,92@purdue.edu,71@purdue.edu,2015-01-18 12:29:29
160,0@purdue.edu,70@purdue.edu,2015-01-18 17:10:21
161,0@purdue.edu,94@purdue.edu,2015-01-18 18:44:19
162,71@purdue.edu,92@purdue.edu,2015-01-18 19:06:02
163,94@purdue.edu,92@purdue.edu,2015-01-18 19:08:08
164,71@purdue.edu,64@purdue.edu,2015-01-19 11:15:58
165,0@purdue.edu,61@purdue.edu,2015-01-19 13:06:32
166,0@purdue.edu,20@purdue.edu,2015-01-19 14:09:04
167,61@purdue.edu,26@purdue.edu,2015-01-19 14:16:40
168,20@purdue.edu,95@purdue.edu,2015-01-19 15:00:39
169,70@purdue.edu,95@purdue.edu,2015-01-19 15:23:42
170,0@purdue.edu,41@purdue.edu,2015-01-19 18:45:23
171,0@purdue.edu,32@purdue.edu,2015-01-19 19:50:00
172,0@purdue.edu,96@purdue.edu,2015-01-19 20:39:32
173,32@purdue.edu,97@purdue.edu,2015-01-19 21:52:10
174,96@purdue.edu,98@purdue.edu,2015-01-20 09:34:01
175,96@purdue.edu,52@purdue.edu,2015-01-20 10:44:34
176,52@purdue.edu,34@purdue.edu,2015-01-20 15:43:52
177,95@purdue.edu,99@purdue.edu,2015-01-20 21:10:26
178,32@purdue.edu,100@purdue.edu,2015-01-20 21:46:04
179,0@purdue.edu,47@purdue.edu,2015-01-19 16:16:39
180,47@purdue.edu,47@purdue.edu,2015-01-19 16:17:10
181,0@purdue.edu,75@purdue.edu,2015-01-20 09:31:37
182,47@purdue.edu,101@purdue.edu,2015-01-20 14:54:32
183,0@purdue.edu,102@purdue.edu,2015-01-20 16:49:42
184,0@purdue.edu,43@purdue.edu,2015-01-20 17:29:30
185,43@purdue.edu,43@purdue.edu,2015-01-20 17:31:07
186,0@purdue.edu,27@purdue.edu,2015-01-20 18:30:49
187,43@purdue.edu,27@purdue.edu,2015-01-20 18:31:20
188,102@purdue.edu,27@purdue.edu,2015-01-20 18:39:59
189,27@purdue.edu,90@purdue.edu,2015-01-20 19:08:07
190,27@purdue.edu,91@purdue.edu,2015-01-20 19:09:17
191,43@purdue.edu,80@purdue.edu,2015-01-20 19:10:07
192,102@purdue.edu,90@purdue.edu,2015-01-20 19:17:28
193,27@purdue.edu,103@purdue.edu,2015-01-20 20:45:01
194,0@purdue.edu,104@purdue.edu,2015-01-20 21:22:58
195,104@purdue.edu,52@purdue.edu,2015-01-20 22:16:05
196,90@purdue.edu,52@purdue.edu,2015-01-20 22:16:41
197,0@purdue.edu,105@purdue.edu,2015-01-20 22:44:54
198,0@purdue.edu,95@purdue.edu,2015-01-21 15:16:47
199,0@purdue.edu,106@purdue.edu,2015-01-21 15:34:14
200,95@purdue.edu,97@purdue.edu,2015-01-21 16:02:07
201,106@purdue.edu,97@purdue.edu,2015-01-21 16:03:18
202,97@purdue.edu,106@purdue.edu,2015-01-21 16:19:43
203,0@purdue.edu,107@purdue.edu,2015-01-21 16:33:07
204,95@purdue.edu,108@purdue.edu,2015-01-21 16:56:34
205,0@purdue.edu,109@purdue.edu,2015-01-21 19:16:01
206,109@purdue.edu,50@purdue.edu,2015-01-22 01:54:54
207,95@purdue.edu,50@purdue.edu,2015-01-22 01:56:52
208,97@purdue.edu,110@purdue.edu,2015-01-22 14:22:39
209,110@purdue.edu,27@purdue.edu,2015-01-22 17:25:03
210,0@purdue.edu,49@purdue.edu,2015-01-22 21:29:04
211,95@purdue.edu,111@purdue.edu,2015-01-22 22:08:22
212,49@purdue.edu,63@purdue.edu,2015-01-22 22:20:18
213,0@purdue.edu,63@purdue.edu,2015-01-22 22:21:45
214,95@purdue.edu,112@purdue.edu,2015-01-22 22:54:03
215,110@purdue.edu,113@purdue.edu,2015-01-23 01:00:21
216,0@purdue.edu,96@purdue.edu,2015-01-21 16:58:48
217,96@purdue.edu,96@purdue.edu,2015-01-21 17:06:06
218,96@purdue.edu,114@purdue.edu,2015-01-21 17:15:50
219,96@purdue.edu,18@purdue.edu,2015-01-21 18:47:51
220,18@purdue.edu,114@purdue.edu,2015-01-21 19:16:45
221,0@purdue.edu,115@purdue.edu,2015-01-21 19:57:18
222,96@purdue.edu,64@purdue.edu,2015-01-21 20:02:40
223,115@purdue.edu,34@purdue.edu,2015-01-21 20:24:47
224,64@purdue.edu,114@purdue.edu,2015-01-21 20:37:26
225,114@purdue.edu,50@purdue.edu,2015-01-22 02:19:02
226,0@purdue.edu,5@purdue.edu,2015-01-22 20:25:38
227,0@purdue.edu,109@purdue.edu,2015-01-22 22:26:36
228,109@purdue.edu,91@purdue.edu,2015-01-22 23:09:40
229,96@purdue.edu,116@purdue.edu,2015-01-22 23:20:16
230,0@purdue.edu,92@purdue.edu,2015-01-23 17:57:30
231,92@purdue.edu,117@purdue.edu,2015-01-23 19:28:55
232,0@purdue.edu,118@purdue.edu,2015-01-24 11:19:32
233,118@purdue.edu,67@purdue.edu,2015-01-24 12:12:21
234,118@purdue.edu,93@purdue.edu,2015-01-24 12:16:14
235,93@purdue.edu,118@purdue.edu,2015-01-24 14:13:45
236,93@purdue.edu,34@purdue.edu,2015-01-24 16:43:53
237,34@purdue.edu,113@purdue.edu,2015-01-24 20:56:34
238,0@purdue.edu,50@purdue.edu,2015-01-25 15:46:19
239,50@purdue.edu,75@purdue.edu,2015-01-25 15:56:10
240,0@purdue.edu,119@purdue.edu,2015-01-25 16:25:01
241,75@purdue.edu,50@purdue.edu,2015-01-25 16:25:58
242,119@purdue.edu,119@purdue.edu,2015-01-25 16:58:38
243,50@purdue.edu,78@purdue.edu,2015-01-25 19:57:47
244,34@purdue.edu,48@purdue.edu,2015-01-25 20:19:10
245,0@purdue.edu,110@purdue.edu,2015-01-24 14:34:03
246,0@purdue.edu,7@purdue.edu,2015-01-24 15:07:27
247,0@purdue.edu,49@purdue.edu,2015-01-24 15:15:49
248,49@purdue.edu,49@purdue.edu,2015-01-24 15:17:44
249,49@purdue.edu,34@purdue.edu,2015-01-24 16:41:59
250,110@purdue.edu,113@purdue.edu,2015-01-24 21:03:31
251,0@purdue.edu,88@purdue.edu,2015-01-25 00:07:53
252,88@purdue.edu,120@purdue.edu,2015-01-25 10:54:19
253,34@purdue.edu,121@purdue.edu,2015-01-25 12:41:16
254,121@purdue.edu,40@purdue.edu,2015-01-25 14:22:49
255,0@purdue.edu,32@purdue.edu,2015-01-25 17:44:02
256,32@purdue.edu,31@purdue.edu,2015-01-25 18:10:42
257,113@purdue.edu,48@purdue.edu,2015-01-25 20:17:56
258,49@purdue.edu,5@purdue.edu,2015-01-25 22:05:14
259,0@purdue.edu,95@purdue.edu,2015-01-26 14:31:37
260,95@purdue.edu,68@purdue.edu,2015-01-26 15:20:27
261,95@purdue.edu,122@purdue.edu,2015-01-26 16:18:41
262,0@purdue.edu,47@purdue.edu,2015-01-26 17:17:36
263,0@purdue.edu,123@purdue.edu,2015-01-26 18:25:27
264,0@purdue.edu,20@purdue.edu,2015-01-26 18:53:39
265,20@purdue.edu,34@purdue.edu,2015-01-26 20:53:11
266,68@purdue.edu,34@purdue.edu,2015-01-26 20:54:33
267,123@purdue.edu,77@purdue.edu,2015-01-26 21:09:42
268,0@purdue.edu,7@purdue.edu,2015-01-26 21:13:19
269,47@purdue.edu,50@purdue.edu,2015-01-27 00:33:05
270,20@purdue.edu,50@purdue.edu,2015-01-27 00:45:39
271,34@purdue.edu,25@purdue.edu,2015-01-27 12:34:08
272,50@purdue.edu,124@purdue.edu,2015-01-27 15:18:07
273,7@purdue.edu,112@purdue.edu,2015-01-27 17:07:18
274,7@purdue.edu,125@purdue.edu,2015-01-27 17:14:29
275,0@purdue.edu,33@purdue.edu,2015-01-27 17:51:19
276,33@purdue.edu,31@purdue.edu,2015-01-27 17:58:53
277,33@purdue.edu,126@purdue.edu,2015-01-27 22:23:25
278,0@purdue.edu,109@purdue.edu,2015-01-27 23:14:30
279,109@purdue.edu,60@purdue.edu,2015-01-28 00:01:27
280,60@purdue.edu,109@purdue.edu,2015-01-28 00:32:00
281,109@purdue.edu,99@purdue.edu,2015-01-28 00:42:54
282,50@purdue.edu,49@purdue.edu,2015-01-28 01:10:16
283,109@purdue.edu,109@purdue.edu,2015-01-28 09:29:49
284,0@purdue.edu,127@purdue.edu,2015-01-28 12:33:21
285,0@purdue.edu,104@purdue.edu,2015-01-28 13:41:38
286,0@purdue.edu,128@purdue.edu,2015-01-28 13:59:01
287,127@purdue.edu,95@purdue.edu,2015-01-28 14:52:08
288,0@purdue.edu,129@purdue.edu,2015-01-28 14:54:52
289,128@purdue.edu,95@purdue.edu,2015-01-28 14:57:04
290,104@purdue.edu,95@purdue.edu,2015-01-28 15:04:49
291,0@purdue.edu,130@purdue.edu,2015-01-28 16:18:19
292,0@purdue.edu,68@purdue.edu,2015-01-28 16:58:14
293,0@purdue.edu,73@purdue.edu,2015-01-28 20:11:27
294,73@purdue.edu,95@purdue.edu,2015-01-28 20:20:39
295,0@purdue.edu,73@purdue.edu,2015-01-28 20:23:15
296,73@purdue.edu,110@purdue.edu,2015-01-28 20:35:28
297,73@purdue.edu,24@purdue.edu,2015-01-28 20:47:26
298,129@purdue.edu,43@purdue.edu,2015-01-28 21:09:46
299,95@purdue.edu,43@purdue.edu,2015-01-28 21:57:34
300,0@purdue.edu,60@purdue.edu,2015-01-28 22:35:23
301,104@purdue.edu,131@purdue.edu,2015-01-28 23:04:36
302,73@purdue.edu,46@purdue.edu,2015-01-28 23:08:37
303,46@purdue.edu,46@purdue.edu,2015-01-28 23:19:21
304,60@purdue.edu,18@purdue.edu,2015-01-29 09:33:44
305,60@purdue.edu,114@purdue.edu,2015-01-29 09:41:51
306,114@purdue.edu,132@purdue.edu,2015-01-29 10:07:16
307,60@purdue.edu,86@purdue.edu,2015-01-29 10:41:28
308,0@purdue.edu,30@purdue.edu,2015-01-29 12:08:30
309,104@purdue.edu,84@purdue.edu,2015-01-29 15:21:16
310,86@purdue.edu,60@purdue.edu,2015-01-29 15:52:56
311,0@purdue.edu,60@purdue.edu,2015-01-29 15:54:56
312,30@purdue.edu,60@purdue.edu,2015-01-29 16:04:11
313,73@purdue.edu,133@purdue.edu,2015-01-29 17:58:48
314,60@purdue.edu,31@purdue.edu,2015-01-29 19:55:50
315,95@purdue.edu,26@purdue.edu,2015-01-29 21:48:58
316,132@purdue.edu,134@purdue.edu,2015-01-30 02:10:31
317,0@purdue.edu,60@purdue.edu,2015-01-28 22:51:40
318,60@purdue.edu,131@purdue.edu,2015-01-28 23:51:54
319,60@purdue.edu,95@purdue.edu,2015-01-29 09:31:25
320,95@purdue.edu,131@purdue.edu,2015-01-29 11:39:25
321,0@purdue.edu,69@purdue.edu,2015-01-29 12:11:02
322,69@purdue.edu,135@purdue.edu,2015-01-29 15:10:49
323,60@purdue.edu,34@purdue.edu,2015-01-29 16:01:30
324,69@purdue.edu,40@purdue.edu,2015-01-29 19:48:57
325,131@purdue.edu,5@purdue.edu,2015-01-29 23:00:01
326,60@purdue.edu,136@purdue.edu,2015-01-29 23:49:55
327,0@purdue.edu,136@purdue.edu,2015-01-29 23:52:33
328,0@purdue.edu,84@purdue.edu,2015-01-30 13:31:41
329,0@purdue.edu,61@purdue.edu,2015-01-30 15:07:00
330,0@purdue.edu,92@purdue.edu,2015-01-30 16:10:50
331,84@purdue.edu,135@purdue.edu,2015-01-30 17:28:29
332,0@purdue.edu,40@purdue.edu,2015-01-31 13:12:01
333,0@purdue.edu,73@purdue.edu,2015-01-31 13:48:33
334,84@purdue.edu,64@purdue.edu,2015-01-31 14:43:14
335,73@purdue.edu,43@purdue.edu,2015-01-31 17:30:37
336,64@purdue.edu,77@purdue.edu,2015-01-31 17:39:34
337,0@purdue.edu,137@purdue.edu,2015-01-31 18:02:47
338,0@purdue.edu,102@purdue.edu,2015-01-31 18:09:03
339,0@purdue.edu,47@purdue.edu,2015-01-31 20:14:49
340,0@purdue.edu,47@purdue.edu,2015-01-31 20:32:49
341,0@purdue.edu,36@purdue.edu,2015-01-31 23:28:35
342,84@purdue.edu,138@purdue.edu,2015-02-01 11:46:26
343,0@purdue.edu,139@purdue.edu,2015-02-01 13:02:21
344,47@purdue.edu,76@purdue.edu,2015-02-01 13:14:09
345,73@purdue.edu,43@purdue.edu,2015-02-01 14:01:18
346,36@purdue.edu,140@purdue.edu,2015-02-01 14:10:00
347,76@purdue.edu,141@purdue.edu,2015-02-01 16:27:27
348,0@purdue.edu,63@purdue.edu,2015-02-01 17:27:58
349,0@purdue.edu,63@purdue.edu,2015-02-01 17:28:49
350,47@purdue.edu,27@purdue.edu,2015-02-01 18:30:45
351,47@purdue.edu,142@purdue.edu,2015-02-01 19:31:59
352,139@purdue.edu,125@purdue.edu,2015-02-01 23:18:58
353,137@purdue.edu,143@purdue.edu,2015-02-01 23:51:38
354,63@purdue.edu,144@purdue.edu,2015-02-02 00:00:52
355,63@purdue.edu,60@purdue.edu,2015-02-02 00:33:07
356,102@purdue.edu,82@purdue.edu,2015-02-02 01:33:08
357,0@purdue.edu,84@purdue.edu,2015-01-30 13:34:17
358,0@purdue.edu,80@purdue.edu,2015-01-30 16:22:06
359,80@purdue.edu,106@purdue.edu,2015-01-30 16:25:00
360,80@purdue.edu,106@purdue.edu,2015-01-30 16:45:34
361,0@purdue.edu,92@purdue.edu,2015-01-30 16:47:36
362,106@purdue.edu,92@purdue.edu,2015-01-30 16:53:51
363,92@purdue.edu,135@purdue.edu,2015-01-30 21:04:48
364,92@purdue.edu,52@purdue.edu,2015-01-31 10:04:00
365,80@purdue.edu,114@purdue.edu,2015-01-31 12:04:47
366,106@purdue.edu,40@purdue.edu,2015-01-31 13:16:14
367,40@purdue.edu,34@purdue.edu,2015-01-31 17:08:33
368,0@purdue.edu,93@purdue.edu,2015-01-31 19:13:58
369,84@purdue.edu,145@purdue.edu,2015-01-31 21:37:28
370,84@purdue.edu,145@purdue.edu,2015-01-31 21:40:10
371,93@purdue.edu,71@purdue.edu,2015-02-01 13:17:39
372,71@purdue.edu,71@purdue.edu,2015-02-01 13:24:13
373,106@purdue.edu,77@purdue.edu,2015-02-01 13:27:22
374,145@purdue.edu,36@purdue.edu,2015-02-01 16:11:29
375,0@purdue.edu,49@purdue.edu,2015-02-02 01:38:06
376,80@purdue.edu,146@purdue.edu,2015-02-02 12:56:49
377,0@purdue.edu,98@purdue.edu,2015-02-02 12:48:30
378,98@purdue.edu,140@purdue.edu,2015-02-02 13:14:08
379,140@purdue.edu,109@purdue.edu,2015-02-02 13:39:02
380,109@purdue.edu,61@purdue.edu,2015-02-02 14:56:24
381,109@purdue.edu,147@purdue.edu,2015-02-02 16:13:18
382,98@purdue.edu,148@purdue.edu,2015-02-02 16:36:54
383,0@purdue.edu,68@purdue.edu,2015-02-02 19:09:17
384,68@purdue.edu,68@purdue.edu,2015-02-02 19:10:08
385,68@purdue.edu,18@purdue.edu,2015-02-02 22:34:23
386,98@purdue.edu,27@purdue.edu,2015-02-03 17:55:20
387,98@purdue.edu,26@purdue.edu,2015-02-03 18:12:57
388,68@purdue.edu,5@purdue.edu,2015-02-03 20:19:42
389,5@purdue.edu,5@purdue.edu,2015-02-03 20:21:07
390,26@purdue.edu,56@purdue.edu,2015-02-03 20:26:31
391,98@purdue.edu,149@purdue.edu,2015-02-03 21:59:41
392,0@purdue.edu,73@purdue.edu,2015-02-02 13:41:05
393,0@purdue.edu,64@purdue.edu,2015-02-02 14:36:31
394,0@purdue.edu,61@purdue.edu,2015-02-02 14:58:26
395,0@purdue.edu,101@purdue.edu,2015-02-02 15:21:36
396,101@purdue.edu,150@purdue.edu,2015-02-02 16:08:24
397,0@purdue.edu,81@purdue.edu,2015-02-02 20:10:17
398,0@purdue.edu,18@purdue.edu,2015-02-02 22:52:58
399,18@purdue.edu,89@purdue.edu,2015-02-03 09:52:39
400,81@purdue.edu,89@purdue.edu,2015-02-03 09:56:32
401,0@purdue.edu,7@purdue.edu,2015-02-03 13:08:47
402,0@purdue.edu,7@purdue.edu,2015-02-03 13:15:29
403,7@purdue.edu,151@purdue.edu,2015-02-03 14:09:58
404,0@purdue.edu,152@purdue.edu,2015-02-03 16:06:23
405,152@purdue.edu,125@purdue.edu,2015-02-03 17:02:37
406,0@purdue.edu,27@purdue.edu,2015-02-03 18:06:53
407,27@purdue.edu,147@purdue.edu,2015-02-03 18:19:03
408,0@purdue.edu,137@purdue.edu,2015-02-03 19:35:50
409,27@purdue.edu,149@purdue.edu,2015-02-03 21:58:17
410,0@purdue.edu,95@purdue.edu,2015-02-04 13:12:52
411,0@purdue.edu,34@purdue.edu,2015-02-04 15:24:50
412,95@purdue.edu,18@purdue.edu,2015-02-04 15:25:20
413,0@purdue.edu,76@purdue.edu,2015-02-04 15:35:29
414,76@purdue.edu,34@purdue.edu,2015-02-04 15:46:07
415,76@purdue.edu,40@purdue.edu,2015-02-04 15:54:17
416,0@purdue.edu,115@purdue.edu,2015-02-04 16:20:15
417,34@purdue.edu,153@purdue.edu,2015-02-04 17:17:01
418,95@purdue.edu,95@purdue.edu,2015-02-04 17:18:38
419,115@purdue.edu,47@purdue.edu,2015-02-04 17:20:11
420,47@purdue.edu,48@purdue.edu,2015-02-04 18:07:45
421,153@purdue.edu,125@purdue.edu,2015-02-04 18:26:10
422,76@purdue.edu,23@purdue.edu,2015-02-04 19:40:30
